year,round,date,quali_pos,points,statusId,position,dob,driver_nationality,constructor,constructor_nationality,GP_name,country,driver
1997,1,1997-03-09,12,0.0,6,12,1975-06-30,German,Jordan,Irish,Albert Park Grand Prix Circuit,Australia,Ralf Schumacher
2005,1,2005-03-06,14,0.0,12,14,1976-07-24,Portuguese,Jordan,Irish,Albert Park Grand Prix Circuit,Australia,Tiago Monteiro
2005,1,2005-03-06,12,0.0,12,12,1977-01-14,Indian,Jordan,Irish,Albert Park Grand Prix Circuit,Australia,Narain Karthikeyan
2004,1,2004-03-07,16,0.0,13,16,1979-02-04,Italian,Jordan,Irish,Albert Park Grand Prix Circuit,Australia,Giorgio Pantano
2000,1,2000-03-12,5,0.0,9,5,1967-05-18,German,Jordan,Irish,Albert Park Grand Prix Circuit,Australia,Heinz-Harald Frentzen
1999,1,1999-03-07,5,6.0,1,5,1967-05-18,German,Jordan,Irish,Albert Park Grand Prix Circuit,Australia,Heinz-Harald Frentzen
2003,1,2003-03-09,17,0.0,3,17,1975-05-20,Irish,Jordan,Irish,Albert Park Grand Prix Circuit,Australia,Ralph Firman
1999,1,1999-03-07,9,0.0,4,9,1960-09-17,British,Jordan,Irish,Albert Park Grand Prix Circuit,Australia,Damon Hill
1998,1,1998-03-08,10,0.0,11,10,1960-09-17,British,Jordan,Irish,Albert Park Grand Prix Circuit,Australia,Damon Hill
1996,1,1996-03-10,19,0.0,4,19,1959-06-01,British,Jordan,Irish,Albert Park Grand Prix Circuit,Australia,Martin Brundle
2009,1,2009-03-29,20,6.0,1,8,1974-07-13,Italian,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Jarno Trulli
2008,1,2008-03-16,6,0.0,10,6,1974-07-13,Italian,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Jarno Trulli
2007,1,2007-03-18,8,0.0,11,8,1974-07-13,Italian,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Jarno Trulli
2006,3,2006-04-02,9,0.0,3,10,1974-07-13,Italian,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Jarno Trulli
2005,1,2005-03-06,2,0.0,1,2,1974-07-13,Italian,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Jarno Trulli
2009,1,2009-03-29,19,5.0,1,6,1982-03-18,German,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Timo Glock
2008,1,2008-03-16,18,0.0,3,9,1982-03-18,German,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Timo Glock
2007,1,2007-03-18,9,1.0,11,9,1975-06-30,German,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Ralf Schumacher
2006,3,2006-04-02,6,6.0,1,6,1975-06-30,German,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Ralf Schumacher
2005,1,2005-03-06,15,0.0,11,15,1975-06-30,German,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Ralf Schumacher
2004,1,2004-03-07,13,0.0,12,13,1973-09-19,Brazilian,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Cristiano da Matta
2003,1,2003-03-09,16,0.0,20,16,1973-09-19,Brazilian,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Cristiano da Matta
2004,1,2004-03-07,18,0.0,12,18,1966-09-02,French,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Olivier Panis
2003,1,2003-03-09,5,0.0,32,5,1966-09-02,French,Toyota,Japanese,Albert Park Grand Prix Circuit,Australia,Olivier Panis
1999,1,1999-03-07,12,0.0,4,12,1974-07-13,Italian,Prost,French,Albert Park Grand Prix Circuit,Australia,Jarno Trulli
1998,1,1998-03-08,15,0.0,6,15,1974-07-13,Italian,Prost,French,Albert Park Grand Prix Circuit,Australia,Jarno Trulli
2000,1,2000-03-12,15,0.0,12,15,1977-05-10,German,Prost,French,Albert Park Grand Prix Circuit,Australia,Nick Heidfeld
1999,1,1999-03-07,20,0.0,36,20,1966-09-02,French,Prost,French,Albert Park Grand Prix Circuit,Australia,Olivier Panis
1998,1,1998-03-08,21,0.0,11,21,1966-09-02,French,Prost,French,Albert Park Grand Prix Circuit,Australia,Olivier Panis
1997,1,1997-03-09,9,2.0,1,9,1966-09-02,French,Prost,French,Albert Park Grand Prix Circuit,Australia,Olivier Panis
2000,1,2000-03-12,17,0.0,9,17,1964-06-11,French,Prost,French,Albert Park Grand Prix Circuit,Australia,Jean Alesi
1997,1,1997-03-09,16,0.0,12,16,1971-04-01,Japanese,Prost,French,Albert Park Grand Prix Circuit,Australia,Shinji Nakano
1997,1,1997-03-09,17,0.0,13,17,1974-07-13,Italian,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Jarno Trulli
1996,1,1996-03-10,16,0.0,8,16,1973-01-14,Italian,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Giancarlo Fisichella
1999,1,1999-03-07,21,0.0,6,21,1971-01-25,Italian,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Luca Badoer
2005,1,2005-03-06,17,0.0,6,17,1979-04-16,Dutch,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Christijan Albers
2005,1,2005-03-06,16,0.0,14,16,1980-09-26,Austrian,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Patrick Friesacher
2004,1,2004-03-07,20,0.0,62,20,1981-05-30,Italian,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Gianmaria Bruni
2004,1,2004-03-07,17,0.0,10,17,1981-01-01,Hungarian,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Zsolt Baumgartner
2000,1,2000-03-12,18,0.0,11,18,1974-03-29,Spanish,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Marc Gené
1999,1,1999-03-07,22,0.0,4,22,1974-03-29,Spanish,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Marc Gené
2003,1,2003-03-09,20,0.0,11,20,1972-03-04,Dutch,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Jos Verstappen
2003,1,2003-03-09,19,0.0,21,19,1978-07-31,British,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Justin Wilson
2000,1,2000-03-12,22,0.0,6,22,1975-05-08,Argentine,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Gastón Mazzacane
1998,1,1998-03-08,17,0.0,5,17,1978-04-22,Argentine,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Esteban Tuero
1998,1,1998-03-08,22,0.0,86,22,1971-04-01,Japanese,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Shinji Nakano
1997,1,1997-03-09,15,0.0,10,15,1963-05-29,Japanese,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Ukyo Katayama
1996,1,1996-03-10,17,0.0,93,17,1972-03-20,Portuguese,Minardi,Italian,Albert Park Grand Prix Circuit,Australia,Pedro Lamy
2010,2,2010-03-28,20,0.0,9,20,1974-07-13,Italian,Lotus,Malaysian,Albert Park Grand Prix Circuit,Australia,Jarno Trulli
2011,1,2011-03-27,20,0.0,12,20,1974-07-13,Italian,Lotus,Malaysian,Albert Park Grand Prix Circuit,Australia,Jarno Trulli
2010,2,2010-03-28,19,0.0,12,19,1981-10-19,Finnish,Lotus,Malaysian,Albert Park Grand Prix Circuit,Australia,Heikki Kovalainen
2011,1,2011-03-27,19,0.0,47,19,1981-10-19,Finnish,Lotus,Malaysian,Albert Park Grand Prix Circuit,Australia,Heikki Kovalainen
2010,2,2010-03-28,23,0.0,22,21,1982-03-18,German,Virgin,British,Albert Park Grand Prix Circuit,Australia,Timo Glock
2011,1,2011-03-27,21,0.0,19,21,1982-03-18,German,Virgin,British,Albert Park Grand Prix Circuit,Australia,Timo Glock
2010,2,2010-03-28,24,0.0,9,22,1984-08-11,Brazilian,Virgin,British,Albert Park Grand Prix Circuit,Australia,Lucas di Grassi
2011,1,2011-03-27,22,0.0,14,22,1985-12-27,Belgian,Virgin,British,Albert Park Grand Prix Circuit,Australia,Jérôme d'Ambrosio
2012,1,2012-03-18,20,0.0,11,21,1982-03-18,German,Marussia,Russian,Albert Park Grand Prix Circuit,Australia,Timo Glock
2012,1,2012-03-18,21,0.0,15,22,1990-02-15,French,Marussia,Russian,Albert Park Grand Prix Circuit,Australia,Charles Pic
2013,1,2013-03-17,19,0.0,11,19,1989-08-03,French,Marussia,Russian,Albert Park Grand Prix Circuit,Australia,Jules Bianchi
2014,1,2014-03-16,18,0.0,18,18,1989-08-03,French,Marussia,Russian,Albert Park Grand Prix Circuit,Australia,Jules Bianchi
2013,1,2013-03-17,20,0.0,12,20,1991-04-21,British,Marussia,Russian,Albert Park Grand Prix Circuit,Australia,Max Chilton
2014,1,2014-03-16,17,0.0,12,17,1991-04-21,British,Marussia,Russian,Albert Park Grand Prix Circuit,Australia,Max Chilton
2010,2,2010-03-28,6,10.0,1,6,1985-06-27,German,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Nico Rosberg
2011,1,2011-03-27,7,0.0,4,7,1985-06-27,German,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Nico Rosberg
2012,1,2012-03-18,7,0.0,1,7,1985-06-27,German,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Nico Rosberg
2013,1,2013-03-17,6,0.0,10,6,1985-06-27,German,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Nico Rosberg
2014,1,2014-03-16,3,25.0,1,3,1985-06-27,German,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Nico Rosberg
2015,1,2015-03-15,2,18.0,1,2,1985-06-27,German,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Nico Rosberg
2016,1,2016-03-20,2,25.0,1,2,1985-06-27,German,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Nico Rosberg
2013,1,2013-03-17,3,10.0,1,3,1985-01-07,British,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Lewis Hamilton
2014,1,2014-03-16,1,0.0,5,1,1985-01-07,British,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Lewis Hamilton
2015,1,2015-03-15,1,25.0,1,1,1985-01-07,British,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Lewis Hamilton
2016,1,2016-03-20,1,18.0,1,1,1985-01-07,British,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Lewis Hamilton
2017,1,2017-03-26,1,18.0,1,1,1985-01-07,British,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Lewis Hamilton
2018,1,2018-03-25,1,18.0,1,1,1985-01-07,British,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Lewis Hamilton
2019,1,2019-03-17,1,18.0,1,1,1985-01-07,British,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Lewis Hamilton
2010,2,2010-03-28,7,1.0,1,7,1969-01-03,German,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Michael Schumacher
2011,1,2011-03-27,11,0.0,4,11,1969-01-03,German,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Michael Schumacher
2012,1,2012-03-18,4,0.0,6,4,1969-01-03,German,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Michael Schumacher
2017,1,2017-03-26,3,15.0,1,3,1989-08-28,Finnish,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Valtteri Bottas
2018,1,2018-03-25,15,4.0,1,10,1989-08-28,Finnish,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Valtteri Bottas
2019,1,2019-03-17,2,26.0,1,2,1989-08-28,Finnish,Mercedes,German,Albert Park Grand Prix Circuit,Australia,Valtteri Bottas
2009,1,2009-03-29,13,2.0,1,16,1988-10-31,Swiss,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Sébastien Buemi
2010,2,2010-03-28,12,0.0,4,12,1988-10-31,Swiss,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Sébastien Buemi
2011,1,2011-03-27,10,4.0,11,10,1988-10-31,Swiss,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Sébastien Buemi
2009,1,2009-03-29,17,1.0,1,20,1979-02-28,French,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Sébastien Bourdais
2008,1,2008-03-16,17,2.0,5,18,1979-02-28,French,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Sébastien Bourdais
2008,1,2008-03-16,9,0.0,4,10,1987-07-03,German,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Sebastian Vettel
2010,2,2010-03-28,17,0.0,1,17,1990-03-23,Spanish,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Jaime Alguersuari
2011,1,2011-03-27,12,0.0,11,12,1990-03-23,Spanish,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Jaime Alguersuari
2007,1,2007-03-18,19,0.0,11,20,1980-08-06,Italian,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Vitantonio Liuzzi
2006,3,2006-04-02,12,0.0,3,13,1980-08-06,Italian,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Vitantonio Liuzzi
2007,1,2007-03-18,17,0.0,29,18,1983-01-24,American,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Scott Speed
2006,3,2006-04-02,18,0.0,1,19,1983-01-24,American,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Scott Speed
2012,1,2012-03-18,10,2.0,1,10,1989-07-01,Australian,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Daniel Ricciardo
2013,1,2013-03-17,14,0.0,9,14,1989-07-01,Australian,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Daniel Ricciardo
2012,1,2012-03-18,11,0.0,1,11,1990-04-25,French,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Jean-Éric Vergne
2013,1,2013-03-17,13,0.0,1,13,1990-04-25,French,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Jean-Éric Vergne
2014,1,2014-03-16,6,4.0,1,6,1990-04-25,French,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Jean-Éric Vergne
2014,1,2014-03-16,8,2.0,1,8,1994-04-26,Russian,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Daniil Kvyat
2017,1,2017-03-26,9,2.0,11,9,1994-04-26,Russian,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Daniil Kvyat
2019,1,2019-03-17,15,1.0,11,15,1994-04-26,Russian,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Daniil Kvyat
2015,1,2015-03-15,7,2.0,11,8,1994-09-01,Spanish,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Carlos Sainz
2016,1,2016-03-20,7,2.0,1,7,1994-09-01,Spanish,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Carlos Sainz
2017,1,2017-03-26,8,4.0,11,8,1994-09-01,Spanish,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Carlos Sainz
2015,1,2015-03-15,11,0.0,5,12,1997-09-30,Dutch,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Max Verstappen
2016,1,2016-03-20,5,1.0,1,5,1997-09-30,Dutch,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Max Verstappen
2018,1,2018-03-25,20,0.0,5,20,1996-02-07,French,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Pierre Gasly
2018,1,2018-03-25,16,0.0,11,16,1989-11-10,New Zealander,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Brendon Hartley
2019,1,2019-03-17,13,0.0,11,13,1996-03-23,Thai,Toro Rosso,Italian,Albert Park Grand Prix Circuit,Australia,Alexander Albon
2009,1,2009-03-29,16,0.0,1,19,1983-01-11,German,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Adrian Sutil
2008,1,2008-03-16,22,0.0,9,19,1983-01-11,German,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Adrian Sutil
2010,2,2010-03-28,10,0.0,5,10,1983-01-11,German,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Adrian Sutil
2011,1,2011-03-27,16,2.0,11,16,1983-01-11,German,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Adrian Sutil
2013,1,2013-03-17,12,6.0,1,12,1983-01-11,German,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Adrian Sutil
2009,1,2009-03-29,15,0.0,1,18,1973-01-14,Italian,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Giancarlo Fisichella
2008,1,2008-03-16,16,0.0,4,17,1973-01-14,Italian,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Giancarlo Fisichella
2010,2,2010-03-28,13,6.0,1,13,1980-08-06,Italian,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Vitantonio Liuzzi
2012,1,2012-03-18,9,0.0,4,9,1987-08-19,German,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Nico Hülkenberg
2014,1,2014-03-16,7,8.0,1,7,1987-08-19,German,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Nico Hülkenberg
2015,1,2015-03-15,13,6.0,11,14,1987-08-19,German,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Nico Hülkenberg
2016,1,2016-03-20,10,6.0,1,10,1987-08-19,German,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Nico Hülkenberg
2011,1,2011-03-27,14,1.0,11,14,1986-04-16,British,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Paul di Resta
2012,1,2012-03-18,15,1.0,1,15,1986-04-16,British,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Paul di Resta
2013,1,2013-03-17,9,4.0,1,9,1986-04-16,British,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Paul di Resta
2014,1,2014-03-16,16,1.0,1,16,1990-01-26,Mexican,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Sergio Pérez
2015,1,2015-03-15,14,1.0,11,15,1990-01-26,Mexican,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Sergio Pérez
2016,1,2016-03-20,9,0.0,1,9,1990-01-26,Mexican,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Sergio Pérez
2017,1,2017-03-26,10,6.0,11,11,1990-01-26,Mexican,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Sergio Pérez
2018,1,2018-03-25,12,0.0,1,13,1990-01-26,Mexican,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Sergio Pérez
2017,1,2017-03-26,13,1.0,11,14,1996-09-17,French,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Esteban Ocon
2018,1,2018-03-25,14,0.0,1,15,1996-09-17,French,Force India,Indian,Albert Park Grand Prix Circuit,Australia,Esteban Ocon
2007,1,2007-03-18,20,0.0,12,21,1983-01-11,German,Spyker,Dutch,Albert Park Grand Prix Circuit,Australia,Adrian Sutil
2007,1,2007-03-18,21,0.0,3,22,1979-04-16,Dutch,Spyker,Dutch,Albert Park Grand Prix Circuit,Australia,Christijan Albers
2014,1,2014-03-16,13,0.0,11,14,1983-01-11,German,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Adrian Sutil
2003,1,2003-03-09,7,0.0,22,7,1977-05-10,German,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Nick Heidfeld
2004,1,2004-03-07,14,0.0,11,14,1973-01-14,Italian,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Giancarlo Fisichella
2005,1,2005-03-06,18,0.0,1,20,1981-04-25,Brazilian,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Felipe Massa
2004,1,2004-03-07,11,0.0,5,11,1981-04-25,Brazilian,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Felipe Massa
2010,2,2010-03-28,16,0.0,4,16,1986-09-13,Japanese,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Kamui Kobayashi
2011,1,2011-03-27,9,0.0,2,9,1986-09-13,Japanese,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Kamui Kobayashi
2012,1,2012-03-18,13,8.0,1,13,1986-09-13,Japanese,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Kamui Kobayashi
2005,1,2005-03-06,4,0.0,11,4,1971-04-09,Canadian,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Jacques Villeneuve
2010,2,2010-03-28,14,0.0,1,14,1971-02-24,Spanish,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Pedro de la Rosa
2003,1,2003-03-09,4,3.0,1,4,1967-05-18,German,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Heinz-Harald Frentzen
1996,1,1996-03-10,9,0.0,11,9,1967-05-18,German,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Heinz-Harald Frentzen
2000,1,2000-03-12,10,0.0,2,10,1966-11-30,Finnish,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Mika Salo
1999,1,1999-03-07,16,0.0,6,16,1964-06-11,French,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Jean Alesi
1998,1,1998-03-08,12,0.0,5,12,1964-06-11,French,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Jean Alesi
2000,1,2000-03-12,19,0.0,7,19,1970-05-22,Brazilian,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Pedro Diniz
1999,1,1999-03-07,14,0.0,7,14,1970-05-22,Brazilian,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Pedro Diniz
1998,1,1998-03-08,5,1.0,11,5,1964-06-25,British,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Johnny Herbert
1997,1,1997-03-09,7,0.0,4,7,1964-06-25,British,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Johnny Herbert
1996,1,1996-03-10,14,0.0,4,14,1964-06-25,British,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Johnny Herbert
1997,1,1997-03-09,13,1.0,1,13,1964-03-19,Italian,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Nicola Larini
2013,1,2013-03-17,11,0.0,69,11,1987-08-19,German,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Nico Hülkenberg
2011,1,2011-03-27,13,0.0,2,13,1990-01-26,Mexican,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Sergio Pérez
2012,1,2012-03-18,22,4.0,1,17,1990-01-26,Mexican,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Sergio Pérez
2013,1,2013-03-17,18,0.0,11,18,1991-08-05,Mexican,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Esteban Gutiérrez
2014,1,2014-03-16,20,0.0,11,19,1991-08-05,Mexican,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Esteban Gutiérrez
2015,1,2015-03-15,15,4.0,11,16,1990-09-02,Swedish,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Marcus Ericsson
2016,1,2016-03-20,15,0.0,5,16,1990-09-02,Swedish,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Marcus Ericsson
2017,1,2017-03-26,14,0.0,9,15,1990-09-02,Swedish,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Marcus Ericsson
2018,1,2018-03-25,17,0.0,38,17,1990-09-02,Swedish,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Marcus Ericsson
2015,1,2015-03-15,10,10.0,1,11,1992-08-21,Brazilian,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Felipe Nasr
2016,1,2016-03-20,17,0.0,11,17,1992-08-21,Brazilian,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Felipe Nasr
2017,1,2017-03-26,16,0.0,12,16,1993-12-14,Italian,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Antonio Giovinazzi
2018,1,2018-03-25,18,0.0,1,18,1997-10-16,Monegasque,Sauber,Swiss,Albert Park Grand Prix Circuit,Australia,Charles Leclerc
2009,1,2009-03-29,9,0.0,1,11,1977-05-10,German,BMW Sauber,German,Albert Park Grand Prix Circuit,Australia,Nick Heidfeld
2008,1,2008-03-16,5,8.0,1,5,1977-05-10,German,BMW Sauber,German,Albert Park Grand Prix Circuit,Australia,Nick Heidfeld
2007,1,2007-03-18,3,5.0,1,3,1977-05-10,German,BMW Sauber,German,Albert Park Grand Prix Circuit,Australia,Nick Heidfeld
2006,3,2006-04-02,8,5.0,1,8,1977-05-10,German,BMW Sauber,German,Albert Park Grand Prix Circuit,Australia,Nick Heidfeld
2009,1,2009-03-29,4,0.0,4,4,1984-12-07,Polish,BMW Sauber,German,Albert Park Grand Prix Circuit,Australia,Robert Kubica
